event_type,event_date,user_id,project_name,organization,action,commits_count,files_changed,is_public,language
PullRequestEvent,2023-03-10,olivia_zhang,elastic/beats,elastic,opened,23.0,1.0,True,JavaScript
MergeEvent,2023-08-19,tom_nelson,microsoft/PowerToys,microsoft,approved,,,True,JavaScript
PullRequestEvent,2023-04-12,david_martinez,vercel/turbo,vercel,opened,31.0,2.0,False,C++
PullRequestEvent,2023-04-28,sophie_duval,facebook/jest,facebook,approved,47.0,84.0,False,Java
CreateEvent,2023-02-21,tom_nelson,uber/pyro,uber,merged,,,True,Rust
PullRequestEvent,2023-05-06,maria_rodriguez,apache/spark,apache,updated,34.0,72.0,True,Go
MergeEvent,2023-03-16,olivia_zhang,facebook/yoga,facebook,commented,,,True,TypeScript
MergeEvent,2023-09-24,dan_murphy,netflix/hystrix,netflix,closed,,,True,Java
PullRequestEvent,2023-02-14,sarah_chen,google/go,google,approved,12.0,17.0,True,JavaScript
CommitEvent,2023-08-07,mark_davis,google/angular,google,approved,14.0,21.0,False,Java
CommitEvent,2023-10-06,james_smith,uber/kraken,uber,commented,3.0,21.0,True,Python
PushEvent,2023-03-19,john_taylor,netflix/zuul,netflix,opened,8.0,10.0,True,Python
PullRequestEvent,2023-10-01,mike_johnson,elastic/logstash,elastic,opened,49.0,95.0,True,C++
CreateEvent,2023-01-11,sarah_chen,airbnb/mavericks,airbnb,approved,,,True,C++
PushEvent,2023-10-21,nina_patel,netflix/zuul,netflix,created,14.0,15.0,False,TypeScript
IssuesEvent,2023-09-20,jen_liu,hashicorp/consul,hashicorp,merged,,,False,C++
IssuesEvent,2023-05-21,jen_liu,facebook/docusaurus,facebook,opened,,,False,C++
PullRequestEvent,2023-12-05,jen_liu,microsoft/playwright,microsoft,approved,7.0,1.0,True,Python
IssuesEvent,2023-03-15,maria_rodriguez,netflix/ribbon,netflix,created,,,True,Go
PullRequestEvent,2023-01-10,maria_rodriguez,vercel/next.js,vercel,approved,34.0,79.0,False,TypeScript
PushEvent,2023-04-03,david_martinez,uber/react-map-gl,uber,created,9.0,10.0,True,JavaScript
MergeEvent,2023-12-09,dan_murphy,google/tensorflow,google,closed,,,True,JavaScript
CommitEvent,2023-06-24,jen_liu,elastic/kibana,elastic,commented,2.0,20.0,True,TypeScript
IssuesEvent,2023-06-03,alex_kumar,apache/cassandra,apache,updated,,,True,Rust
IssuesEvent,2023-02-19,robert_brown,uber/cadence,uber,opened,,,False,C++
CommitEvent,2023-08-19,jen_liu,netflix/zuul,netflix,created,4.0,14.0,True,Python
CreateEvent,2023-12-13,nina_patel,facebook/docusaurus,facebook,approved,,,True,Go
MergeEvent,2023-02-14,maria_rodriguez,vercel/swr,vercel,commented,,,True,JavaScript
IssuesEvent,2023-09-11,dan_murphy,facebook/jest,facebook,updated,,,True,Rust
IssuesEvent,2023-03-26,james_smith,google/angular,google,commented,,,True,Rust
CreateEvent,2023-07-27,tom_nelson,apache/airflow,apache,created,,,False,C++
PullRequestEvent,2023-01-12,anna_wilson,vercel/next.js,vercel,commented,49.0,17.0,True,Java
CommitEvent,2023-01-20,sophie_duval,uber/kraken,uber,closed,10.0,16.0,False,C++
MergeEvent,2023-01-20,sophie_duval,hashicorp/nomad,hashicorp,updated,,,True,Rust
IssuesEvent,2023-01-30,mark_davis,vercel/swr,vercel,commented,,,True,Go
IssuesEvent,2023-01-01,robert_brown,elastic/elasticsearch,elastic,closed,,,True,Rust
PullRequestEvent,2023-03-30,mark_davis,netflix/ribbon,netflix,approved,12.0,14.0,False,JavaScript
MergeEvent,2023-04-14,robert_brown,hashicorp/consul,hashicorp,opened,,,True,Python
MergeEvent,2023-03-03,chris_lee,vercel/micro,vercel,approved,,,False,Java
PushEvent,2023-05-28,dan_murphy,netflix/archaius,netflix,merged,5.0,3.0,False,Java
CreateEvent,2023-09-12,james_smith,uber/pyro,uber,commented,,,True,Java
CreateEvent,2023-06-14,anna_wilson,airbnb/lottie,airbnb,opened,,,True,Java
MergeEvent,2023-05-30,anna_wilson,vercel/hyper,vercel,commented,,,True,JavaScript
MergeEvent,2023-01-30,dan_murphy,google/flutter,google,opened,,,False,Rust
PushEvent,2023-11-28,david_martinez,apache/flink,apache,opened,11.0,21.0,True,Java
MergeEvent,2023-02-17,jen_liu,elastic/logstash,elastic,reviewed,,,False,TypeScript
MergeEvent,2023-11-17,tom_nelson,airbnb/lottie,airbnb,merged,,,True,TypeScript
IssuesEvent,2023-03-01,sophie_duval,google/tensorflow,google,created,,,True,Rust
MergeEvent,2023-04-23,alex_kumar,hashicorp/vault,hashicorp,opened,,,False,Go
PullRequestEvent,2023-01-07,anna_wilson,microsoft/dotnet,microsoft,commented,27.0,2.0,True,JavaScript
PullRequestEvent,2023-02-10,nina_patel,uber/jaeger,uber,updated,40.0,61.0,True,Rust
CreateEvent,2023-02-12,dan_murphy,uber/pyro,uber,commented,,,True,Java
PullRequestEvent,2023-05-04,james_smith,uber/kraken,uber,reviewed,15.0,4.0,True,C++
IssuesEvent,2023-10-08,maria_rodriguez,facebook/jest,facebook,approved,,,True,TypeScript
CreateEvent,2023-04-23,david_martinez,apache/airflow,apache,merged,,,True,Go
MergeEvent,2023-07-03,sarah_chen,microsoft/playwright,microsoft,approved,,,False,Go
CreateEvent,2023-07-29,rachel_kim,elastic/beats,elastic,created,,,True,Python
PullRequestEvent,2023-03-27,sarah_chen,apache/airflow,apache,merged,37.0,71.0,True,TypeScript
PushEvent,2023-04-01,jen_liu,netflix/hystrix,netflix,approved,12.0,21.0,True,TypeScript
PullRequestEvent,2023-05-18,alex_kumar,hashicorp/vault,hashicorp,created,9.0,5.0,True,Java
CreateEvent,2023-06-01,dan_murphy,apache/beam,apache,reviewed,,,True,JavaScript
IssuesEvent,2023-01-24,sarah_chen,airbnb/visx,airbnb,closed,,,True,JavaScript
PushEvent,2023-10-18,robert_brown,uber/kraken,uber,created,11.0,1.0,False,JavaScript
CreateEvent,2023-06-17,anna_wilson,apache/cassandra,apache,merged,,,True,TypeScript
PullRequestEvent,2023-06-06,david_martinez,netflix/zuul,netflix,opened,23.0,73.0,True,Python
IssuesEvent,2023-01-24,lisa_anderson,microsoft/vscode,microsoft,merged,,,True,Rust
PushEvent,2023-04-09,lisa_anderson,apache/flink,apache,updated,13.0,15.0,False,Java
MergeEvent,2023-06-30,sarah_chen,hashicorp/vault,hashicorp,approved,,,False,JavaScript
PushEvent,2023-09-03,dan_murphy,microsoft/TypeScript,microsoft,reviewed,12.0,14.0,True,Python
IssuesEvent,2023-10-30,nina_patel,facebook/react-native,facebook,reviewed,,,True,C++
PushEvent,2023-11-20,olivia_zhang,facebook/relay,facebook,commented,5.0,17.0,False,C++
CreateEvent,2023-04-07,lisa_anderson,google/kubernetes,google,updated,,,True,C++
CreateEvent,2023-11-02,anna_wilson,hashicorp/vagrant,hashicorp,reviewed,,,True,Python
PullRequestEvent,2023-07-14,mark_davis,airbnb/lottie,airbnb,commented,37.0,52.0,True,JavaScript
IssuesEvent,2023-08-02,olivia_zhang,netflix/archaius,netflix,closed,,,True,Java
IssuesEvent,2023-11-03,nina_patel,facebook/yoga,facebook,merged,,,True,Rust
CreateEvent,2023-01-13,chris_lee,vercel/turbo,vercel,created,,,True,JavaScript
MergeEvent,2023-02-05,rachel_kim,hashicorp/packer,hashicorp,reviewed,,,False,Go
PushEvent,2023-12-26,alex_kumar,elastic/elasticsearch,elastic,opened,10.0,11.0,True,Go
CommitEvent,2023-12-31,james_smith,netflix/zuul,netflix,closed,7.0,1.0,False,Rust
PullRequestEvent,2023-01-14,rachel_kim,netflix/hystrix,netflix,approved,14.0,52.0,True,Go
PullRequestEvent,2023-01-02,maria_rodriguez,uber/pyro,uber,opened,40.0,35.0,True,Rust
CommitEvent,2023-08-26,maria_rodriguez,vercel/pkg,vercel,reviewed,10.0,1.0,True,Python
CreateEvent,2023-04-10,maria_rodriguez,airbnb/mavericks,airbnb,closed,,,True,C++
MergeEvent,2023-11-18,chris_lee,airbnb/lottie,airbnb,created,,,True,JavaScript
PullRequestEvent,2023-11-07,james_smith,microsoft/PowerToys,microsoft,approved,8.0,81.0,False,Java
PushEvent,2023-09-12,alex_kumar,microsoft/terminal,microsoft,approved,10.0,22.0,True,C++
PushEvent,2023-04-09,dan_murphy,hashicorp/consul,hashicorp,opened,8.0,15.0,True,JavaScript
MergeEvent,2023-06-26,dan_murphy,facebook/react,facebook,commented,,,True,Python
MergeEvent,2023-10-15,robert_brown,vercel/hyper,vercel,reviewed,,,True,Python
IssuesEvent,2023-03-17,mike_johnson,elastic/apm-server,elastic,updated,,,True,Java
PullRequestEvent,2023-01-06,mark_davis,microsoft/dotnet,microsoft,commented,25.0,93.0,True,Python
IssuesEvent,2023-03-21,nina_patel,vercel/hyper,vercel,merged,,,True,C++
CommitEvent,2023-04-01,nina_patel,netflix/conductor,netflix,reviewed,2.0,23.0,True,TypeScript
CommitEvent,2023-12-06,nina_patel,elastic/beats,elastic,merged,14.0,22.0,True,JavaScript
MergeEvent,2023-05-11,mike_johnson,vercel/turbo,vercel,reviewed,,,True,Go
CommitEvent,2023-08-01,maria_rodriguez,netflix/ribbon,netflix,opened,5.0,6.0,True,JavaScript
CreateEvent,2023-12-12,robert_brown,apache/kafka,apache,commented,,,True,Python
MergeEvent,2023-12-13,john_taylor,airbnb/enzyme,airbnb,approved,,,True,Rust
PullRequestEvent,2023-09-25,dan_murphy,uber/react-map-gl,uber,merged,47.0,61.0,False,Python
PullRequestEvent,2023-07-20,emma_garcia,elastic/logstash,elastic,reviewed,45.0,60.0,True,Rust
PushEvent,2023-05-25,nina_patel,microsoft/vscode,microsoft,closed,2.0,4.0,True,Rust
PushEvent,2023-12-27,john_taylor,vercel/turbo,vercel,merged,6.0,19.0,True,C++
CreateEvent,2023-02-17,lisa_anderson,apache/airflow,apache,commented,,,True,TypeScript
MergeEvent,2023-05-21,james_smith,airbnb/javascript,airbnb,commented,,,True,Python
PushEvent,2023-10-07,chris_lee,airbnb/enzyme,airbnb,merged,3.0,18.0,True,TypeScript
IssuesEvent,2023-01-08,sarah_chen,google/flutter,google,created,,,True,Go
PushEvent,2023-11-14,mike_johnson,hashicorp/vagrant,hashicorp,created,6.0,25.0,True,Java
CommitEvent,2023-09-04,maria_rodriguez,hashicorp/vagrant,hashicorp,updated,15.0,22.0,True,Python
MergeEvent,2023-11-04,david_martinez,microsoft/PowerToys,microsoft,created,,,True,Python
PushEvent,2023-11-22,sophie_duval,apache/spark,apache,closed,7.0,9.0,True,Rust
PushEvent,2023-12-07,tom_nelson,elastic/kibana,elastic,approved,13.0,22.0,True,C++
PushEvent,2023-01-27,mark_davis,hashicorp/consul,hashicorp,commented,4.0,12.0,True,TypeScript
CreateEvent,2023-07-25,james_smith,airbnb/enzyme,airbnb,closed,,,True,TypeScript
MergeEvent,2023-07-08,olivia_zhang,facebook/relay,facebook,commented,,,True,Python
IssuesEvent,2023-05-10,nina_patel,netflix/conductor,netflix,reviewed,,,True,Python
MergeEvent,2023-02-08,maria_rodriguez,google/tensorflow,google,reviewed,,,True,Rust
MergeEvent,2023-11-27,robert_brown,elastic/beats,elastic,opened,,,True,TypeScript
CommitEvent,2023-02-08,david_martinez,uber/jaeger,uber,approved,14.0,11.0,True,Go
CreateEvent,2023-09-17,olivia_zhang,airbnb/mavericks,airbnb,updated,,,True,JavaScript
PullRequestEvent,2023-06-22,robert_brown,google/go,google,approved,17.0,3.0,True,C++
CommitEvent,2023-03-20,tom_nelson,airbnb/visx,airbnb,created,10.0,1.0,False,C++
IssuesEvent,2023-06-14,chris_lee,vercel/swr,vercel,merged,,,True,Java
PullRequestEvent,2023-06-02,mark_davis,apache/cassandra,apache,closed,5.0,61.0,True,Python
PushEvent,2023-03-11,dan_murphy,hashicorp/vagrant,hashicorp,commented,14.0,5.0,True,Go
PullRequestEvent,2023-09-10,jen_liu,elastic/logstash,elastic,updated,37.0,24.0,False,TypeScript
CreateEvent,2023-04-21,jen_liu,microsoft/PowerToys,microsoft,commented,,,False,TypeScript
MergeEvent,2023-08-01,dan_murphy,vercel/turbo,vercel,created,,,True,TypeScript
PushEvent,2023-12-07,mike_johnson,apache/airflow,apache,merged,7.0,24.0,False,TypeScript
CommitEvent,2023-04-12,mark_davis,elastic/beats,elastic,closed,9.0,22.0,True,JavaScript
PushEvent,2023-05-15,sarah_chen,hashicorp/vagrant,hashicorp,approved,13.0,7.0,True,JavaScript
MergeEvent,2023-05-17,tom_nelson,netflix/eureka,netflix,updated,,,True,JavaScript
MergeEvent,2023-03-16,mike_johnson,apache/spark,apache,created,,,True,JavaScript
MergeEvent,2023-06-10,david_martinez,facebook/relay,facebook,closed,,,True,Java
MergeEvent,2023-03-29,jen_liu,elastic/logstash,elastic,reviewed,,,True,Python
IssuesEvent,2023-02-26,jen_liu,microsoft/terminal,microsoft,commented,,,True,Rust
PushEvent,2023-05-30,alex_kumar,apache/spark,apache,created,9.0,13.0,True,Java
MergeEvent,2023-11-07,john_taylor,google/go,google,opened,,,True,Python
PullRequestEvent,2023-06-12,sophie_duval,hashicorp/terraform,hashicorp,merged,38.0,58.0,True,Rust
PullRequestEvent,2023-03-05,robert_brown,google/flutter,google,created,11.0,63.0,True,JavaScript
CommitEvent,2023-09-11,olivia_zhang,apache/cassandra,apache,updated,4.0,15.0,False,TypeScript
PushEvent,2023-09-05,mark_davis,microsoft/vscode,microsoft,closed,7.0,19.0,False,Rust
PullRequestEvent,2023-05-06,lisa_anderson,apache/airflow,apache,approved,45.0,24.0,True,Java
MergeEvent,2023-10-29,olivia_zhang,facebook/relay,facebook,reviewed,,,True,JavaScript
MergeEvent,2023-05-17,olivia_zhang,microsoft/dotnet,microsoft,commented,,,True,Java
IssuesEvent,2023-01-27,sophie_duval,apache/flink,apache,commented,,,True,Java
CreateEvent,2023-05-25,jen_liu,airbnb/mavericks,airbnb,merged,,,True,Go
PushEvent,2023-07-03,lisa_anderson,airbnb/mavericks,airbnb,closed,6.0,8.0,True,Go
PullRequestEvent,2023-10-29,robert_brown,uber/jaeger,uber,opened,11.0,80.0,True,Python
MergeEvent,2023-09-06,nina_patel,microsoft/vscode,microsoft,opened,,,True,Java
PullRequestEvent,2023-08-16,james_smith,google/flutter,google,commented,33.0,53.0,True,C++
CommitEvent,2023-11-20,rachel_kim,netflix/hystrix,netflix,commented,6.0,24.0,True,JavaScript
MergeEvent,2023-11-30,anna_wilson,google/flutter,google,commented,,,False,C++
PullRequestEvent,2023-11-13,sophie_duval,hashicorp/nomad,hashicorp,opened,36.0,93.0,True,Java
PushEvent,2023-11-29,sarah_chen,airbnb/lottie,airbnb,commented,11.0,1.0,False,JavaScript
CreateEvent,2023-05-30,maria_rodriguez,elastic/beats,elastic,updated,,,True,C++
PushEvent,2023-05-01,james_smith,netflix/ribbon,netflix,created,3.0,3.0,True,Rust
PushEvent,2023-11-29,james_smith,airbnb/mavericks,airbnb,reviewed,14.0,8.0,True,JavaScript
CreateEvent,2023-12-08,sophie_duval,facebook/react,facebook,created,,,True,Rust
PushEvent,2023-01-09,david_martinez,airbnb/visx,airbnb,approved,4.0,19.0,True,C++
CreateEvent,2023-02-23,rachel_kim,vercel/pkg,vercel,approved,,,False,C++
CreateEvent,2023-05-25,dan_murphy,microsoft/terminal,microsoft,opened,,,True,JavaScript
MergeEvent,2023-09-10,anna_wilson,google/flutter,google,closed,,,False,TypeScript
CreateEvent,2023-01-10,jen_liu,hashicorp/terraform,hashicorp,commented,,,False,TypeScript
PushEvent,2023-09-16,rachel_kim,uber/pyro,uber,created,8.0,22.0,True,Rust
CommitEvent,2023-10-11,jen_liu,airbnb/lottie,airbnb,reviewed,13.0,5.0,True,Go
CreateEvent,2023-09-08,chris_lee,airbnb/visx,airbnb,reviewed,,,False,JavaScript
CreateEvent,2023-11-09,alex_kumar,airbnb/lottie,airbnb,commented,,,True,TypeScript
CommitEvent,2023-04-22,emma_garcia,vercel/pkg,vercel,reviewed,9.0,16.0,True,Java
IssuesEvent,2023-09-14,mike_johnson,uber/cadence,uber,closed,,,False,Go
PullRequestEvent,2023-11-12,james_smith,google/kubernetes,google,reviewed,40.0,98.0,True,Rust
CommitEvent,2023-01-07,robert_brown,uber/react-map-gl,uber,opened,2.0,4.0,False,Python
IssuesEvent,2023-08-08,lisa_anderson,vercel/hyper,vercel,created,,,True,Go
IssuesEvent,2023-10-17,rachel_kim,vercel/hyper,vercel,commented,,,True,Python
PullRequestEvent,2023-07-04,chris_lee,microsoft/dotnet,microsoft,merged,10.0,43.0,True,Java
IssuesEvent,2023-09-18,john_taylor,apache/beam,apache,opened,,,True,Go
PushEvent,2023-08-20,sophie_duval,apache/spark,apache,created,10.0,14.0,True,Rust
IssuesEvent,2023-12-17,chris_lee,hashicorp/consul,hashicorp,closed,,,True,C++
MergeEvent,2023-05-02,mark_davis,microsoft/vscode,microsoft,reviewed,,,True,Java
CommitEvent,2023-06-09,james_smith,airbnb/mavericks,airbnb,created,15.0,7.0,True,Java
PushEvent,2023-01-05,rachel_kim,airbnb/visx,airbnb,merged,1.0,15.0,True,Rust
MergeEvent,2023-09-07,alex_kumar,google/flutter,google,merged,,,True,TypeScript
MergeEvent,2023-07-05,james_smith,apache/flink,apache,merged,,,False,Java
MergeEvent,2023-01-14,olivia_zhang,airbnb/visx,airbnb,closed,,,True,Rust
CreateEvent,2023-04-04,sophie_duval,vercel/swr,vercel,closed,,,True,JavaScript
PushEvent,2023-02-02,james_smith,airbnb/visx,airbnb,updated,8.0,23.0,True,Rust
PullRequestEvent,2023-08-19,emma_garcia,airbnb/lottie,airbnb,commented,43.0,40.0,True,Rust
CreateEvent,2023-06-23,jen_liu,apache/flink,apache,closed,,,True,TypeScript
CreateEvent,2023-07-19,jen_liu,microsoft/dotnet,microsoft,opened,,,False,Java
CommitEvent,2023-07-09,jen_liu,airbnb/enzyme,airbnb,updated,10.0,22.0,True,Python
MergeEvent,2023-08-13,tom_nelson,google/angular,google,opened,,,True,C++
IssuesEvent,2023-10-03,alex_kumar,apache/cassandra,apache,merged,,,False,Java
MergeEvent,2023-04-06,alex_kumar,netflix/ribbon,netflix,closed,,,True,TypeScript
PushEvent,2023-08-06,chris_lee,elastic/apm-server,elastic,reviewed,3.0,6.0,True,C++
MergeEvent,2023-12-01,john_taylor,netflix/archaius,netflix,updated,,,False,C++
IssuesEvent,2023-10-20,rachel_kim,uber/jaeger,uber,commented,,,True,JavaScript
PullRequestEvent,2023-04-28,maria_rodriguez,elastic/elasticsearch,elastic,reviewed,21.0,79.0,True,C++
IssuesEvent,2023-03-03,sophie_duval,hashicorp/consul,hashicorp,reviewed,,,True,Python
IssuesEvent,2023-08-23,sarah_chen,apache/cassandra,apache,opened,,,True,JavaScript
CommitEvent,2023-04-07,john_taylor,uber/pyro,uber,merged,6.0,14.0,True,TypeScript
MergeEvent,2023-12-08,tom_nelson,microsoft/vscode,microsoft,created,,,True,TypeScript
PushEvent,2023-02-22,sophie_duval,vercel/pkg,vercel,approved,5.0,24.0,True,Python
CommitEvent,2023-01-10,chris_lee,microsoft/terminal,microsoft,opened,2.0,11.0,True,Java
MergeEvent,2023-07-09,maria_rodriguez,hashicorp/nomad,hashicorp,reviewed,,,False,Python
PushEvent,2023-09-02,alex_kumar,vercel/hyper,vercel,closed,11.0,10.0,True,TypeScript
PullRequestEvent,2023-04-10,john_taylor,google/chromium,google,created,49.0,60.0,True,JavaScript
PushEvent,2023-07-01,lisa_anderson,uber/cadence,uber,commented,3.0,3.0,True,JavaScript
MergeEvent,2023-06-11,nina_patel,apache/airflow,apache,opened,,,True,Go
PushEvent,2023-03-01,chris_lee,airbnb/visx,airbnb,merged,15.0,19.0,True,C++
PushEvent,2023-04-21,chris_lee,facebook/yoga,facebook,closed,15.0,23.0,False,Python
IssuesEvent,2023-05-16,jen_liu,facebook/docusaurus,facebook,updated,,,True,Rust
CommitEvent,2023-01-13,olivia_zhang,vercel/hyper,vercel,approved,12.0,7.0,True,Rust
CreateEvent,2023-08-05,mike_johnson,hashicorp/vagrant,hashicorp,updated,,,False,Java
IssuesEvent,2023-04-18,david_martinez,airbnb/enzyme,airbnb,reviewed,,,False,Python
PullRequestEvent,2023-11-17,emma_garcia,google/go,google,commented,26.0,78.0,True,TypeScript
CreateEvent,2023-07-08,maria_rodriguez,facebook/relay,facebook,merged,,,True,Java
PullRequestEvent,2023-06-28,sarah_chen,microsoft/terminal,microsoft,merged,49.0,48.0,True,JavaScript
MergeEvent,2023-03-01,james_smith,apache/spark,apache,approved,,,True,Python
PushEvent,2023-09-08,alex_kumar,microsoft/playwright,microsoft,merged,9.0,13.0,True,Java
PullRequestEvent,2023-11-19,tom_nelson,google/tensorflow,google,reviewed,36.0,5.0,True,C++
PullRequestEvent,2023-05-29,dan_murphy,airbnb/mavericks,airbnb,approved,5.0,64.0,False,Java
CommitEvent,2023-04-15,chris_lee,hashicorp/terraform,hashicorp,approved,7.0,20.0,True,C++
PushEvent,2023-06-09,sophie_duval,airbnb/mavericks,airbnb,reviewed,6.0,22.0,True,Python
PullRequestEvent,2023-06-07,mark_davis,netflix/zuul,netflix,updated,10.0,80.0,False,TypeScript
CreateEvent,2023-03-03,mark_davis,google/kubernetes,google,created,,,True,Python
CreateEvent,2023-04-04,nina_patel,microsoft/dotnet,microsoft,commented,,,False,Go
PullRequestEvent,2023-07-21,chris_lee,vercel/turbo,vercel,updated,31.0,98.0,True,JavaScript
CreateEvent,2023-10-08,lisa_anderson,facebook/docusaurus,facebook,closed,,,True,C++
PullRequestEvent,2023-04-09,chris_lee,apache/flink,apache,updated,19.0,56.0,False,C++
CreateEvent,2023-03-04,john_taylor,netflix/archaius,netflix,created,,,False,JavaScript
PushEvent,2023-09-27,john_taylor,netflix/ribbon,netflix,closed,5.0,5.0,False,Rust
PushEvent,2023-11-12,emma_garcia,uber/kraken,uber,commented,6.0,22.0,True,TypeScript
PushEvent,2023-04-21,alex_kumar,uber/jaeger,uber,approved,9.0,5.0,True,TypeScript
CreateEvent,2023-04-18,olivia_zhang,google/tensorflow,google,opened,,,True,JavaScript
PullRequestEvent,2023-09-14,sarah_chen,google/flutter,google,updated,10.0,13.0,False,JavaScript
PullRequestEvent,2023-04-11,jen_liu,vercel/pkg,vercel,created,43.0,18.0,True,Rust
CreateEvent,2023-11-23,nina_patel,vercel/turbo,vercel,merged,,,True,Java
MergeEvent,2023-10-17,rachel_kim,apache/beam,apache,merged,,,False,Java
IssuesEvent,2023-06-28,sarah_chen,hashicorp/consul,hashicorp,reviewed,,,True,Python
PushEvent,2023-01-30,lisa_anderson,airbnb/mavericks,airbnb,created,15.0,7.0,True,C++
PullRequestEvent,2023-05-30,maria_rodriguez,hashicorp/nomad,hashicorp,approved,2.0,26.0,False,Java
PullRequestEvent,2023-04-18,nina_patel,airbnb/javascript,airbnb,closed,34.0,45.0,False,Go
